"colocar uma mensagem dizendo que o usuário está saindo do app ideal e indo para a loja","SEM_CLASSIFICACAO"
"Entraí não é um nome que traz confiança","SEM_CLASSIFICACAO"
"Qual o tamanho do mercado de prédios ou condomínios de baixo e médio padrão?","SEM_CLASSIFICACAO"
"Segurança e flexibilidade não estão claros na curva de valor","SEM_CLASSIFICACAO"
"Uma sugestão é incluir tentativa de invasão na curva de valor","SEM_CLASSIFICACAO"
"Uma sugestão é incluir o aviso de porta aberta na curva de valor","SEM_CLASSIFICACAO"
"demonstrar como o SMS é recebido pelo convidado ou terceiro","SEM_CLASSIFICACAO"
"massa fazer o pitch de abertura","SEM_CLASSIFICACAO"
"o que acontece em prédios que não tem porteiro?","SEM_CLASSIFICACAO"
"quem são as pessoas que concordam em pagar mais por segurança?","SEM_CLASSIFICACAO"
"é preciso testar se recursos como vídeos irão funcionar para apresentação","SEM_CLASSIFICACAO"
"slide de modelo de negócios está muito confuso","SEM_CLASSIFICACAO"
"o valor vai ficar muito caro. Sai mais barato contratar um porteiro ou mais porteiros","SEM_CLASSIFICACAO"
"Utilizar o termo caso de uso é técnico e voltado para desenvolvedores. Vocês devem focar na estória dos usuários","SEM_CLASSIFICACAO"
"O serviço está claro e simples. Parabéns","SEM_CLASSIFICACAO"
"Quem é o perfil de condomínio mais disposto a adotar a solução de vocês?","SEM_CLASSIFICACAO"
"mostrar no início que o cliente são gestores de condomínios de baixo e médio padrão","SEM_CLASSIFICACAO"
"muito bom ter mostrado para 3 síndicos","SEM_CLASSIFICACAO"
"vocês validaram com os moradores para demonstrar que a interface é amigável?","SEM_CLASSIFICACAO"
"está faltando validar a usabilidade e aceitação com os moradores","SEM_CLASSIFICACAO"
"reforçar que não é o porteiro que é importante mas a validação","SEM_CLASSIFICACAO"
"vocês não mostraram que a fechadura faz parte da solução","SEM_CLASSIFICACAO"
"quantos apartamentos existem em um condomínio típico","SEM_CLASSIFICACAO"
"vocês podem cobrar um valor fixo de assinatura em torno dos R$300,00","SEM_CLASSIFICACAO"
"estorou o tempo de pitch","SEM_CLASSIFICACAO"
"mostrar que as administradoras como um canal de acesso ao condomínios","SEM_CLASSIFICACAO"
"vocês não tem um problema. Existe um problema na sociedade","SEM_CLASSIFICACAO"
"vocês estão atrasados para definir um nome","SEM_CLASSIFICACAO"
"se a busca é melhor, por que vocês vão cobrar mais barato?","SEM_CLASSIFICACAO"
"mostrar uma jornada do usuário com ele fazendo uma busca não estruturada","SEM_CLASSIFICACAO"
"vocês podem mostrar a jornada do usuário antes da curva de valor","SEM_CLASSIFICACAO"
"Não entendi a busca que foi feita. ","SEM_CLASSIFICACAO"
"Foi uma boa busca?","SEM_CLASSIFICACAO"
"Mostrar na busca que os resultados, e não apenas o primeiro, estão relacionados com hotéis divertidos ","SEM_CLASSIFICACAO"
"Façam melhorias após a primeira entrega ","SEM_CLASSIFICACAO"
"vocês podem mostrar várias buscas não estruturadas","SEM_CLASSIFICACAO"
"está faltando enfatizar o secret sauce da solução","SEM_CLASSIFICACAO"
"precisa explicar como a solução faz o ranking e filtragem dos resultados","SEM_CLASSIFICACAO"
"ninguém entendeu como a busca está sendo feita","SEM_CLASSIFICACAO"
"tornar mágico o momento de descoberta dos resultados da busca","SEM_CLASSIFICACAO"
"O valor sigilo da informação não está claro. ","SEM_CLASSIFICACAO"
"Os slides estão muito bonitos ","SEM_CLASSIFICACAO"
"Não entendi o o que será investido ","SEM_CLASSIFICACAO"
"Não ficou claro no Pitch como o produto funciona ","SEM_CLASSIFICACAO"
"Parabéns, vocês conseguiram uma funerária ","SEM_CLASSIFICACAO"
"Redireção o sistema de leilão reverso","SEM_CLASSIFICACAO"
"Não usar o termo sigilo mas que apenas o usuário vai ver o preço e não os concorrentes","SEM_CLASSIFICACAO"
"Serviço de funerária cuidando do bolso ficou ruim","SEM_CLASSIFICACAO"
"Ainda está um conflito na equipe entre praticidade e reduzir o sofrimento de quem perdeu um ente","SEM_CLASSIFICACAO"
"Deixar evidente que é um site responsivo que pode ser facilmente acessado via mobile","SEM_CLASSIFICACAO"
"Acumular gerência de projeto e liderança técnica pode ser complicado ","SEM_CLASSIFICACAO"
"Investir em SEO para divulgação ","SEM_CLASSIFICACAO"
"Muito boa resposta de estratégia de aquisição ","SEM_CLASSIFICACAO"
"Trabalhar com projetos que envolvem governo é sempre complicado","SEM_CLASSIFICACAO"
"A curva de valor está com vários valores que são promessas e não features ","SEM_CLASSIFICACAO"
"Quem são os concorrentes na estratégia de inovação na curva de valor?","SEM_CLASSIFICACAO"
"O Pitch não está contando uma estória mas apenas mostrando features ","SEM_CLASSIFICACAO"
"As dores e desejos de cada segmento de consumidor não estão claros ","SEM_CLASSIFICACAO"
"Gostei da interação direta entre empresa, prefeitura e visitante da praça ","SEM_CLASSIFICACAO"
"Mostra que as empresas querem saber as oportunidades de espaços públicos que podem ser adotados ","SEM_CLASSIFICACAO"
"Como vocês vão saber quem são os frequentadores?","SEM_CLASSIFICACAO"
"Está muito evidente que o ambiente interno está ruim","SEM_CLASSIFICACAO"
"Colocar os elementos como disponibilizar o perfil do público das praças para as empresas","SEM_CLASSIFICACAO"
"Mostrar que há outros espaços públicos como abrigos que podem ser adotados ","SEM_CLASSIFICACAO"
